| People and Society | GUYANA |
| Life expectancy at birth: | total population: 68.6 years |
| Life expectancy at birth: | male: 65.6 years |
| Life expectancy at birth: | female: 71.8 years (2017 est.) |
| Total fertility rate: | 2 children born/woman (2017 est.) |
| Contraceptive prevalence rate: | 33.9% (2014) |
| Health expenditures: | 5.2% of GDP (2014) |
| Physicians density: | 0.21 physicians/1,000 population (2010) |
| Hospital bed density: | 2 beds/1,000 population (2009) |
| Drinking water source: | improved: |
| Drinking water source: | urban: 98.2% of population |
| Drinking water source: | rural: 98.3% of population |
| Drinking water source: | total: 98.3% of population |
| unimproved: | urban: 1.8% of population |
| unimproved: | rural: 1.7% of population |
| unimproved: | total: 1.7% of population (2015 est.) |
| Sanitation facility access: | improved: |
| Sanitation facility access: | urban: 87.9% of population |
| Sanitation facility access: | rural: 82% of population |
| Sanitation facility access: | total: 83.7% of population |
| unimproved: | urban: 12.1% of population |
| unimproved: | rural: 18% of population |
| unimproved: | total: 16.3% of population (2015 est.) |
| HIV/AIDS - adult prevalence rate: | 1.6% (2016 est.) |
| HIV/AIDS - people living with HIV/AIDS: | 8,500 (2016 est.) |
| HIV/AIDS - deaths: | <200 (2016 est.) |
| Major infectious diseases: | degree of risk: very high |
| Major infectious diseases: | food or waterborne diseases: bacterial and protozoal diarrhea, hepatitis A, and typhoid fever |
| Major infectious diseases: | vectorborne diseases: dengue fever and malaria |
| Major infectious diseases: | note: active local transmission of Zika virus by Aedes species mosquitoes has been identified in this country (as of August 2016); it poses an important risk (a large number of cases possible) among US citizens if bitten by an infective mosquito; other less common ways to get Zika are through sex, via blood transfusion, or during pregnancy, in which the pregnant woman passes Zika virus to her fetus (2016) |
| Obesity - adult prevalence rate: | 20.2% (2016) |
| Children under the age of 5 years underweight: | 8.5% (2014) |
| Education expenditures: | 3.2% of GDP (2012) |
| Literacy: | definition: age 15 and over has ever attended school |
| Literacy: | total population: 88.5% |
| Literacy: | male: 87.2% |
| Literacy: | female: 89.8% (2015 est.) |
| School life expectancy (primary to tertiary education): | total: 10 years |
| School life expectancy (primary to tertiary education): | male: 10 years |
| School life expectancy (primary to tertiary education): | female: 10 years (2012) |
