| People and Society | Benin |
| HIV/AIDS - adult prevalence rate: | 1% (2017 est.) |
| HIV/AIDS - people living with HIV/AIDS: | 70,000 (2017 est.) |
| HIV/AIDS - deaths: | 2,500 (2017 est.) |
| Major infectious diseases: | degree of risk: very high (2016) |
| Major infectious diseases: | food or waterborne diseases: bacterial and protozoal diarrhea, hepatitis A, and typhoid fever (2016) |
| Major infectious diseases: | vectorborne diseases: dengue fever, malaria, and yellow fever (2016) |
| Major infectious diseases: | animal contact diseases: rabies (2016) |
| Major infectious diseases: | respiratory diseases: meningococcal meningitis (2016) |
| Obesity - adult prevalence rate: | 9.6% (2016) |
| Children under the age of 5 years underweight: | 18% (2014) |
| Education expenditures: | 4.4% of GDP (2015) |
| Literacy: | definition: age 15 and over can read and write (2015 est.) |
| Literacy: | total population: 38.4% (2015 est.) |
| Literacy: | male: 49.9% (2015 est.) |
| Literacy: | female: 27.3% (2015 est.) |
| School life expectancy (primary to tertiary education): | total: 12 years (2013) |
| School life expectancy (primary to tertiary education): | male: 14 years (2013) |
| School life expectancy (primary to tertiary education): | female: 11 years (2013) |
| Unemployment, youth ages 15-24: | total: 5.6% (2011 est.) |
| Unemployment, youth ages 15-24: | male: 5.2% (2011 est.) |
| Unemployment, youth ages 15-24: | female: 5.9% (2011 est.) |
