| People and Society | BRAZIL |
| Population growth rate: | 0.75% (2016 est.) |
| Birth rate: | 14.3 births/1,000 population (2016 est.) |
| Death rate: | 6.6 deaths/1,000 population (2016 est.) |
| Net migration rate: | -0.1 migrant(s)/1,000 population (2016 est.) |
| Population distribution: | the vast majority of people live along, or relatively near, the Atlantic coast in the east; the population core is in the southeast, anchored by the cities of Sao Paolo, Brazilia, and Rio de Janeiro |
| Urbanization: | urban population: 85.7% of total population (2015) |
| Urbanization: | rate of urbanization: 1.17% annual rate of change (2010-15 est.) |
| Major urban areas - population: | Sao Paulo 21.066 million; Rio de Janeiro 12.902 million; Belo Horizonte 5.716 million; BRASILIA (capital) 4.155 million; Fortaleza 3.88 million; Recife 3.739 million (2015) |
| Sex ratio: | at birth: 1.05 male(s)/female |
| Sex ratio: | 0-14 years: 1.04 male(s)/female |
| Sex ratio: | 15-24 years: 1.03 male(s)/female |
| Sex ratio: | 25-54 years: 0.98 male(s)/female |
| Sex ratio: | 55-64 years: 0.89 male(s)/female |
| Sex ratio: | 65 years and over: 0.74 male(s)/female |
| Sex ratio: | total population: 0.97 male(s)/female (2016 est.) |
| Maternal mortality rate: | 44 deaths/100,000 live births (2015 est.) |
| Infant mortality rate: | total: 18 deaths/1,000 live births |
| Infant mortality rate: | male: 21.2 deaths/1,000 live births |
| Infant mortality rate: | female: 14.7 deaths/1,000 live births (2016 est.) |
| Life expectancy at birth: | total population: 73.8 years |
| Life expectancy at birth: | male: 70.2 years |
| Life expectancy at birth: | female: 77.5 years (2016 est.) |
| Total fertility rate: | 1.76 children born/woman (2016 est.) |
| Contraceptive prevalence rate: | 80.3% (2006) |
| Health expenditures: | 8.3% of GDP (2014) |
| Physicians density: | 1.89 physicians/1,000 population (2013) |
| Hospital bed density: | 2.3 beds/1,000 population (2012) |
| Drinking water source: | improved: |
| Drinking water source: | urban: 100% of population |
| Drinking water source: | rural: 87% of population |
| Drinking water source: | total: 98.1% of population |
| unimproved: | urban: 0% of population |
| unimproved: | rural: 13% of population |
| unimproved: | total: 1.9% of population (2015 est.) |
| Sanitation facility access: | improved: |
| Sanitation facility access: | urban: 88% of population |
| Sanitation facility access: | rural: 51.5% of population |
| Sanitation facility access: | total: 82.8% of population |
| unimproved: | urban: 12% of population |
| unimproved: | rural: 48.5% of population |
| unimproved: | total: 17.2% of population (2015 est.) |
| HIV/AIDS - adult prevalence rate: | 0.58% (2015 est.) |
| HIV/AIDS - people living with HIV/AIDS: | 826,700 (2015 est.) |
| HIV/AIDS - deaths: | 15,300 (2015 est.) |
| Major infectious diseases: | degree of risk: very high |
| Major infectious diseases: | food or waterborne diseases: bacterial diarrhea and hepatitis A |
| Major infectious diseases: | vectorborne diseases: dengue fever and malaria |
| Major infectious diseases: | water contact disease: schistosomiasis |
| Major infectious diseases: | note: active local transmission of Zika virus by Aedes species mosquitoes has been identified in this country (as of August 2016); it poses an important risk (a large number of cases possible) among US citizens if bitten by an infective mosquito; other less common ways to get Zika are through sex, via blood transfusion, or during pregnancy, in which the pregnant woman passes Zika virus to her fetus (2016) |
| Obesity - adult prevalence rate: | 20.1% (2014) |
| Children under the age of 5 years underweight: | 2.2% (2007) |
| Education expenditures: | 5.9% of GDP (2012) |
| Literacy: | definition: age 15 and over can read and write |
| Literacy: | total population: 92.6% |
| Literacy: | male: 92.2% |
| Literacy: | female: 92.9% (2015 est.) |
| School life expectancy (primary to tertiary education): | total: 15 years |
| School life expectancy (primary to tertiary education): | male: 15 years |
| School life expectancy (primary to tertiary education): | female: 16 years (2013) |
| Child labor - children ages 5-14: | total number: 959,942 |
| Child labor - children ages 5-14: | percentage: 3% |
| Child labor - children ages 5-14: | note: data represent children ages 5-13 (2009 est.) |
| Unemployment, youth ages 15-24: | total: 15% |
| Unemployment, youth ages 15-24: | male: 12.3% |
| Unemployment, youth ages 15-24: | female: 18.7% (2013 est.) |
